                      name                       |                      name                       |                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 BJ's Restaueqnt & Brewhouse                     | BJ's Restaurant & Brewhouxe                     | {aue,b#,bj,bre,bre!,eqn,est,ewh,hou,ous,qnt,r#,res,res!,rew,s,sta,tau,ueq,use,who}                                                                            | {ant,aur,b#,bj,bre,bre!,est,ewh,hou,oux,r#,ran,res,res!,rew,s,sta,tau,ura,uxe,who}                                                                        |   0.714286
 BJ's Restaurant & Brewoe                        | BJ's Restaurant & Brewhouxe                     | {ant,aur,b#,bj,bre,bre!,est,ewo,r#,ran,res,res!,rew,s,sta,tau,ura,woe}                                                                                        | {ant,aur,b#,bj,bre,bre!,est,ewh,hou,oux,r#,ran,res,res!,rew,s,sta,tau,ura,uxe,who}                                                                        |   0.761905
 BJ's Restaureant & Brewhouisxe                  | BJ's Restaurant & Brewhouxe                     | {ant,aur,b#,bj,bre,bre!,ean,est,ewh,hou,isx,oui,r#,rea,res,res!,rew,s,sta,sxe,tau,uis,ure,who}                                                                | {ant,aur,b#,bj,bre,bre!,est,ewh,hou,oux,r#,ran,res,res!,rew,s,sta,tau,ura,uxe,who}                                                                        |   0.708333
 Black Angus Steakhouse                          | Black Ahgus Steakhouse                          | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,ahg,ahg!,akh,b#,bla,bla!,eak,gus,hgu,hou,kho,lac,ous,s#,ste,ste!,tea,use}                                                                         |       0.85
 Black Angus Steakhouse                          | Black Ahgus Steakhouse                          | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,ahg,ahg!,akh,b#,bla,bla!,eak,gus,hgu,hou,kho,lac,ous,s#,ste,ste!,tea,use}                                                                         |       0.85
 Black Angus Steakhouse                          | Black Angus Steakhnouse                         | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hno,khn,lac,ngu,nou,ous,s#,ste,ste!,tea,use}                                                                     |   0.857143
 Black Angus Steakhouse                          | Black Angus Steakhnouse                         | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hno,khn,lac,ngu,nou,ous,s#,ste,ste!,tea,use}                                                                     |   0.857143
 Blak Angus Steakouse                            | Black Angus Steakhnouse                         | {a#,ako,ang,ang!,b#,bla,bla!,eak,gus,kou,lak,ngu,ous,s#,ste,ste!,tea,use}                                                                                     | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hno,khn,lac,ngu,nou,ous,s#,ste,ste!,tea,use}                                                                     |   0.714286
 Black Angus Steakhouse                          | Black Angus Stewakhouswe                        | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,ewa,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,swe,tew,usw,wak}                                                                 |   0.772727
 Black Angus Steakhouse                          | Black Angus Stewakhouswe                        | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,ewa,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,swe,tew,usw,wak}                                                                 |   0.772727
 Black Angus Steakhouse                          | Black Angus Syeakhouse                          | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,sye,sye!,use,yea}                                                                         |       0.85
 Black Angus Steakhouse                          | Black Angus Syeakhouse                          | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,ste,ste!,tea,use}                                                                             | {a#,ack,akh,ang,ang!,b#,bla,bla!,eak,gus,hou,kho,lac,ngu,ous,s#,sye,sye!,use,yea}                                                                         |       0.85
 Blackbird Restaurant                            | Blackbirc Restaueant                            | {ack,ant,aur,b#,bir,bla,bla!,ckb,est,ird,kbi,lac,r#,ran,res,res!,sta,tau,ura}                                                                                 | {ack,ant,aue,b#,bir,bla,bla!,ckb,ean,est,irc,kbi,lac,r#,res,res!,sta,tau,uea}                                                                             |   0.789474
 Black-Eyed Pea Restaurants                      | Black-Ehed Pea Redstaurants                     | {ack,ant,aur,b#,bla,bla!,e#,est,eye,eye!,lac,nts,p#,pea,pea!,r#,ran,res,res!,sta,tau,ura,yed}                                                                 | {ack,ant,aur,b#,bla,bla!,dst,e#,eds,ehe,ehe!,hed,lac,nts,p#,pea,pea!,r#,ran,red,red!,sta,tau,ura}                                                         |   0.708333
 Blackbird Restaurant                            | Blackithrj Restaurant & Pb                      | {ack,ant,aur,b#,bir,bla,bla!,ckb,est,ird,kbi,lac,r#,ran,res,res!,sta,tau,ura}                                                                                 | {ack,ant,aur,b#,bla,bla!,cki,est,hrj,ith,kit,lac,pb,r#,ran,res,res!,sta,tau,thr,ura}                                                                      |   0.714286
 Blacf Sheep Pub                                 | Blasck Shee[ Pub                                | {acf,b#,bla,bla!,eep,hee,lac,p#,pub,pub!,s#,she,she!}                                                                                                         | {asc,b#,bla,bla!,hee,las,p#,pub,pub!,s#,sck,she,she!}                                                                                                     |   0.769231
 Bull Lee's Bamboo Chopsticks                    | Bll Lee's Bamboo Choo0sticksw                   | {amb,b#,bam,bam!,boo,bul,bul!,c#,cho,cho!,cks,hop,ick,l#,lee,lee!,mbo,ops,pst,s,sti,tic,ull}                                                                  | {0st,amb,b#,bam,bam!,bll,bll!,boo,c#,cho,cho!,cks,hoo,ick,ksw,l#,lee,lee!,mbo,o0s,oo0,s,sti,tic}                                                          |   0.708333
 Blowfish Sushi To Die For                       | Blowfish Sushi To Die For                       | {b#,blo,blo!,d#,die,die!,f#,fis,for,for!,ish,low,owf,s#,shi,sus,sus!,to,ush,wfi}                                                                              | {b#,blo,blo!,d#,die,die!,f#,fis,for,for!,ish,low,owf,s#,shi,sus,sus!,to,ush,wfi}                                                                          |          1
 Blue Agave Club                                 | Blue Agave Club                                 | {a#,aga,aga!,ave,b#,blu,blu!,c#,clu,clu!,gav,lub,lue}                                                                                                         | {a#,aga,aga!,ave,b#,blu,blu!,c#,clu,clu!,gav,lub,lue}                                                                                                     |          1
 Blue Agave Mexican Restaurant                   | Blue Agave Mexcan Reswtaurant                   | {a#,aga,aga!,ant,aur,ave,b#,blu,blu!,can,est,exi,gav,ica,lue,m#,mex,mex!,r#,ran,res,res!,sta,tau,ura,xic}                                                     | {a#,aga,aga!,ant,aur,ave,b#,blu,blu!,can,esw,exc,gav,lue,m#,mex,mex!,r#,ran,res,res!,swt,tau,ura,wta,xca}                                                 |   0.807692
 Blue Bamboo                                     | Blue Bamboo                                     | {amb,b#,bam,bam!,blu,blu!,boo,lue,mbo}                                                                                                                        | {amb,b#,bam,bam!,blu,blu!,boo,lue,mbo}                                                                                                                    |          1
 Blue City Cafe                                  | Blue City Cafge                                 | {afe,b#,blu,blu!,c#,caf,caf!,cit,cit!,ity,lue}                                                                                                                | {afg,b#,blu,blu!,c#,caf,caf!,cit,cit!,fge,ity,lue}                                                                                                        |   0.833333
 Bluehour                                        | Bluehour                                        | {b#,blu,blu!,eho,hou,lue,our,ueh}                                                                                                                             | {b#,blu,blu!,eho,hou,lue,our,ueh}                                                                                                                         |          1
 Ble Mesa Grill                                  | Blue Mesa Grill                                 | {b#,ble,ble!,esa,g#,gri,gri!,ill,m#,mes,mes!,ril}                                                                                                             | {b#,blu,blu!,esa,g#,gri,gri!,ill,lue,m#,mes,mes!,ril}                                                                                                     |   0.769231
 Blue Restuarant & Bar-Restaurant Charlotte      | Blue Restuarant & Bar-Restaurant Charltte       | {ant,ara,arl,aur,b#,bar,bar!,blu,blu!,c#,cha,cha!,est,har,lot,lue,ott,r#,ran,res,res!,rlo,sta,stu,tau,tte,tua,uar,ura}                                        | {ant,ara,arl,aur,b#,bar,bar!,blu,blu!,c#,cha,cha!,est,har,ltt,lue,r#,ran,res,res!,rlt,sta,stu,tau,tte,tua,uar,ura}                                        |   0.896552
 Blue Will;ow Restaurant                         | Blue Willow Restaurant                          | {ant,aur,b#,blu,blu!,est,ill,lue,ow,r#,ran,res,res!,sta,tau,ura,w#,wil,wil!}                                                                                  | {ant,aur,b#,blu,blu!,est,ill,llo,low,lue,r#,ran,res,res!,sta,tau,ura,w#,wil,wil!}                                                                         |        0.9
 Boca Chica Restzurante                          | Boca Chuxa Restzuranted                         | {ant,b#,boc,boc!,c#,chi,chi!,est,hic,ica,nte,oca,r#,ran,res,res!,stz,tzu,ura,zur}                                                                             | {ant,b#,boc,boc!,c#,chu,chu!,est,hux,nte,oca,r#,ran,res,res!,stz,ted,tzu,ura,uxa,zur}                                                                     |   0.761905
 Blhemian Cafe                                   | Bohemian Cafe                                   | {afe,b#,blh,blh!,c#,caf,caf!,emi,hem,ian,lhe,mia}                                                                                                             | {afe,b#,boh,boh!,c#,caf,caf!,emi,hem,ian,mia,ohe}                                                                                                         |       0.75
 Bonnell's Fine Texas Cuisin                     | Bonnell's Fine Texas Cuiswine                   | {b#,bon,bon!,c#,cui,cui!,ell,exa,f#,fin,fin!,ine,isi,nel,nne,onn,s,sin,t#,tex,tex!,uis,xas}                                                                   | {b#,bon,bon!,c#,cui,cui!,ell,exa,f#,fin,fin!,ine,isw,nel,nne,onn,s,swi,t#,tex,tex!,uis,win,xas}                                                           |      0.875
 Boston Market: Reswtaurants                     | Boson Market: Restaurants                       | {ant,ark,aur,b#,bos,bos!,esw,ket,m#,mar,mar!,nts,ost,r#,ran,res,res!,rke,sto,swt,tau,ton,ura,wta}                                                             | {ant,ark,aur,b#,bos,bos!,est,ket,m#,mar,mar!,nts,oso,r#,ran,res,res!,rke,son,sta,tau,ura}                                                                 |       0.75
